order_id,order_date,product_category,product_name,quantity,unit_price,total_value,customer_region,payment_method,order_status
ORD-0238,2024-04-17,Eletrônicos,Fone de Ouvido Bluetooth JBL,3,183.02,549.06,Sudeste,PIX,Em transito
ORD-0239,2024-04-17,Eletrônicos,Teclado Mecânico Redragon,2,304.62,609.24,Nordeste,PIX,Em transito
ORD-0240,2024-04-17,Moda,Vestido Floral Midi,1,171.39,171.39,Sudeste,PIX,Entregue
ORD-0241,2024-04-17,Beleza,Protetor Solar FPS 60,2,51.18,102.36,Sudeste,PIX,Entregue
ORD-0242,2024-04-17,Eletrônicos,Webcam Full HD 1080p,3,222.14,666.42,Sudeste,PIX,Entregue
ORD-0243,2024-04-18,Casa e Jardim,Regador de Jardim 5L,2,40.26,80.52,Sudeste,PIX,Entregue
ORD-0244,2024-04-18,Casa e Jardim,Jogo de Cama Queen 300 fios,1,148.21,148.21,Sul,Cartao,Cancelado
ORD-0245,2024-04-18,Casa e Jardim,Jogo de Cama Queen 300 fios,1,153.23,153.23,Sudeste,PIX,Entregue
ORD-0246,2024-04-18,Eletrônicos,Mouse Sem Fio Logitech,1,147.2,147.2,Norte,Cartao,Entregue
ORD-0247,2024-04-19,Beleza,Shampoo Antirresíduo 300ml,2,35.85,71.7,Norte,PIX,Entregue
ORD-0248,2024-04-20,Moda,Vestido Floral Midi,1,145.04,145.04,Nordeste,Boleto,Entregue
ORD-0249,2024-04-20,Esportes,Tapete de Yoga 6mm,1,85.03,85.03,Sudeste,Boleto,Entregue
ORD-0250,2024-04-20,Livros,Sapiens - Uma Breve Historia,3,52.92,158.76,Sul,Cartao,Entregue
ORD-0251,2024-04-21,Esportes,Whey Protein 900g,1,140.59,140.59,Sudeste,PIX,Entregue
ORD-0252,2024-04-21,Eletrônicos,Webcam Full HD 1080p,3,205.94,617.82,Sudeste,Cartao,Entregue
ORD-0253,2024-04-22,Beleza,Kit Skincare Vitamina C,2,118.35,236.7,Nordeste,Boleto,Entregue
ORD-0254,2024-04-24,Eletrônicos,Webcam Full HD 1080p,1,202.03,202.03,Nordeste,Cartao,Em transito
ORD-0255,2024-04-24,Eletrônicos,Fone de Ouvido Bluetooth JBL,1,191.37,191.37,Sudeste,Cartao,Entregue
ORD-0256,2024-04-24,Esportes,Tênis de Corrida Nike,1,389.67,389.67,Sul,PIX,Entregue
ORD-0257,2024-04-25,Moda,Vestido Floral Midi,2,162.46,324.92,Sudeste,Boleto,Entregue
ORD-0258,2024-04-25,Moda,Tênis Casual Masculino,4,187.8,751.2,Norte,PIX,Entregue
ORD-0259,2024-04-25,Casa e Jardim,Panela de Pressão Elétrica,1,266.74,266.74,Sul,PIX,Cancelado
ORD-0260,2024-04-25,Moda,Camisa Social Slim Fit,1,130.29,130.29,Norte,PIX,Entregue
ORD-0261,2024-04-25,Beleza,Kit Skincare Vitamina C,1,120.95,120.95,Norte,Cartao,Entregue
ORD-0262,2024-04-25,Casa e Jardim,Regador de Jardim 5L,2,35.54,71.08,Sudeste,Cartao,Entregue
ORD-0263,2024-04-26,Livros,Sapiens - Uma Breve Historia,1,44.38,44.38,Norte,Boleto,Entregue
ORD-0264,2024-04-27,Esportes,Bicicleta Speed Aro 29,2,1624.33,3248.66,Sudeste,Cartao,Entregue
ORD-0265,2024-04-27,Beleza,Kit Skincare Vitamina C,1,133.67,133.67,Nordeste,Cartao,Em transito
ORD-0266,2024-04-27,Esportes,Tapete de Yoga 6mm,1,79.81,79.81,Norte,PIX,Cancelado
ORD-0267,2024-04-28,Eletrônicos,Mouse Sem Fio Logitech,1,134.92,134.92,Norte,Cartao,Entregue
ORD-0268,2024-04-28,Moda,Boné Snapback,1,55.76,55.76,Sul,Cartao,Cancelado
ORD-0269,2024-04-29,Beleza,Kit Skincare Vitamina C,1,128.33,128.33,Sudeste,Cartao,Entregue
ORD-0270,2024-04-29,Livros,Clean Code,2,92.79,185.58,Sudeste,Boleto,Cancelado
ORD-0271,2024-04-29,Esportes,Tênis de Corrida Nike,1,376.51,376.51,Nordeste,Cartao,Entregue
ORD-0272,2024-04-30,Eletrônicos,Teclado Mecânico Redragon,2,302.68,605.36,Sudeste,Cartao,Entregue
ORD-0273,2024-04-30,Casa e Jardim,Panela de Pressão Elétrica,3,286.85,860.55,Sudeste,Cartao,Cancelado
ORD-0274,2024-04-30,Casa e Jardim,Luminária LED de Mesa,2,92.07,184.14,Norte,Cartao,Entregue
ORD-0275,2024-04-30,Livros,Algoritmos - CLRS,2,153.78,307.56,Sul,Cartao,Em transito
ORD-0276,2024-04-30,Casa e Jardim,Tapete Sala 2x3m,2,185.39,370.78,Nordeste,Boleto,Entregue
ORD-0277,2024-05-01,Casa e Jardim,Kit Ferramentas 42 peças,2,134.5,269.0,Sul,Cartao,Em transito
ORD-0278,2024-05-01,Casa e Jardim,Vassoura Elétrica Robô,1,479.06,479.06,Sul,Cartao,Entregue
ORD-0279,2024-05-02,Esportes,Whey Protein 900g,2,135.22,270.44,Nordeste,Boleto,Em transito
ORD-0280,2024-05-02,Casa e Jardim,Kit Ferramentas 42 peças,1,118.4,118.4,Sul,PIX,Entregue
ORD-0281,2024-05-02,Casa e Jardim,Panela de Pressão Elétrica,1,265.64,265.64,Norte,Cartao,Cancelado
ORD-0282,2024-05-02,Livros,Sapiens - Uma Breve Historia,1,53.35,53.35,Norte,Cartao,Cancelado
ORD-0283,2024-05-03,Esportes,Tapete de Yoga 6mm,1,75.81,75.81,Norte,PIX,Entregue
ORD-0284,2024-05-03,Esportes,Tapete de Yoga 6mm,5,85.21,426.05,Sudeste,Boleto,Entregue
ORD-0285,2024-05-03,Eletrônicos,Hub USB 7 portas,5,86.02,430.1,Sudeste,PIX,Entregue
ORD-0286,2024-05-03,Moda,Meia Kit 3 pares,2,30.59,61.18,Sudeste,Cartao,Entregue
ORD-0287,2024-05-04,Moda,Vestido Floral Midi,1,156.89,156.89,Nordeste,Cartao,Entregue
ORD-0288,2024-05-04,Livros,Pai Rico Pai Pobre,4,46.03,184.12,Norte,Cartao,Entregue
ORD-0289,2024-05-04,Eletrônicos,Smartphone Samsung Galaxy A54,1,1331.91,1331.91,Sul,PIX,Entregue
ORD-0290,2024-05-04,Esportes,Tapete de Yoga 6mm,1,80.4,80.4,Norte,PIX,Entregue
ORD-0291,2024-05-04,Beleza,Protetor Solar FPS 60,1,49.94,49.94,Norte,Boleto,Entregue
ORD-0292,2024-05-05,Esportes,Tênis de Corrida Nike,1,418.96,418.96,Centro-Oeste,Cartao,Entregue
ORD-0293,2024-05-05,Moda,Boné Snapback,1,64.72,64.72,Sudeste,Cartao,Entregue
ORD-0294,2024-05-07,Beleza,Shampoo Antirresíduo 300ml,1,41.28,41.28,Sul,Cartao,Entregue
ORD-0295,2024-05-07,Livros,O Poder do Hábito,2,40.26,80.52,Sudeste,Cartao,Entregue
ORD-0296,2024-05-07,Esportes,Bicicleta Speed Aro 29,1,1513.18,1513.18,Sudeste,Cartao,Entregue
ORD-0297,2024-05-07,Casa e Jardim,Tapete Sala 2x3m,2,195.11,390.22,Sudeste,Cartao,Entregue
ORD-0298,2024-05-07,Eletrônicos,Fone de Ouvido Bluetooth JBL,2,180.79,361.58,Nordeste,Cartao,Entregue
ORD-0299,2024-05-08,Livros,Pai Rico Pai Pobre,1,42.75,42.75,Sudeste,Cartao,Em transito
ORD-0300,2024-05-08,Beleza,Pinceis de Maquiagem Kit 12pc,1,76.32,76.32,Sul,Boleto,Cancelado
ORD-0301,2024-05-08,Beleza,Pinceis de Maquiagem Kit 12pc,1,73.46,73.46,Nordeste,Cartao,Entregue
ORD-0302,2024-05-08,Casa e Jardim,Kit Ferramentas 42 peças,5,122.06,610.3,Sudeste,Cartao,Entregue
ORD-0303,2024-05-08,Moda,Meia Kit 3 pares,1,26.33,26.33,Norte,PIX,Entregue
ORD-0304,2024-05-08,Eletrônicos,Smartphone Samsung Galaxy A54,1,1171.61,1171.61,Sul,PIX,Cancelado
ORD-0305,2024-05-08,Livros,Clean Code,1,95.74,95.74,Norte,PIX,Entregue
ORD-0306,2024-05-08,Esportes,Tênis de Corrida Nike,2,425.79,851.58,Nordeste,Cartao,Cancelado
ORD-0307,2024-05-09,Moda,Tênis Casual Masculino,2,165.84,331.68,Centro-Oeste,Boleto,Entregue
ORD-0308,2024-05-10,Livros,Algoritmos - CLRS,2,158.01,316.02,Sudeste,PIX,Entregue
ORD-0309,2024-05-11,Eletrônicos,Carregador Turbo USB-C,1,68.77,68.77,Norte,Cartao,Entregue
ORD-0310,2024-05-11,Beleza,Secador de Cabelo Profissional,3,197.64,592.92,Nordeste,Cartao,Entregue
ORD-0311,2024-05-11,Moda,Boné Snapback,1,63.4,63.4,Sul,Cartao,Entregue
ORD-0312,2024-05-12,Beleza,Perfume Masculino 100ml,2,188.32,376.64,Sul,PIX,Cancelado
ORD-0313,2024-05-12,Livros,O Poder do Hábito,4,35.19,140.76,Nordeste,Cartao,Entregue
ORD-0314,2024-05-13,Moda,Tênis Casual Masculino,1,188.0,188.0,Sudeste,PIX,Entregue
ORD-0315,2024-05-13,Livros,A Startup Enxuta,3,42.93,128.79,Sudeste,Cartao,Entregue
ORD-0316,2024-05-14,Eletrônicos,Hub USB 7 portas,1,88.06,88.06,Nordeste,Cartao,Entregue
ORD-0317,2024-05-14,Esportes,Bicicleta Speed Aro 29,1,1516.13,1516.13,Sudeste,Cartao,Entregue
ORD-0318,2024-05-14,Casa e Jardim,Vassoura Elétrica Robô,2,505.22,1010.44,Nordeste,PIX,Cancelado
ORD-0319,2024-05-14,Moda,Meia Kit 3 pares,2,28.74,57.48,Sul,Cartao,Entregue
ORD-0320,2024-05-15,Beleza,Pinceis de Maquiagem Kit 12pc,2,72.9,145.8,Sudeste,PIX,Cancelado
ORD-0321,2024-05-15,Casa e Jardim,Vassoura Elétrica Robô,2,501.19,1002.38,Sudeste,PIX,Entregue
ORD-0322,2024-05-15,Beleza,Shampoo Antirresíduo 300ml,1,40.73,40.73,Sul,PIX,Em transito
ORD-0323,2024-05-15,Esportes,Whey Protein 900g,2,127.89,255.78,Sul,PIX,Entregue
ORD-0324,2024-05-16,Beleza,Shampoo Antirresíduo 300ml,2,39.69,79.38,Nordeste,Cartao,Em transito
ORD-0325,2024-05-16,Moda,Calça Jeans Skinny,2,125.22,250.44,Nordeste,Cartao,Entregue
ORD-0326,2024-05-16,Livros,Pai Rico Pai Pobre,1,45.69,45.69,Norte,PIX,Entregue
ORD-0327,2024-05-17,Livros,Clean Code,1,89.07,89.07,Centro-Oeste,Boleto,Entregue
ORD-0328,2024-05-17,Casa e Jardim,Tapete Sala 2x3m,5,206.52,1032.6,Nordeste,PIX,Entregue
ORD-0329,2024-05-18,Beleza,Shampoo Antirresíduo 300ml,3,39.1,117.3,Nordeste,PIX,Entregue
ORD-0330,2024-05-18,Livros,A Startup Enxuta,1,41.51,41.51,Sul,Cartao,Em transito
ORD-0331,2024-05-18,Moda,Boné Snapback,4,60.77,243.08,Nordeste,Cartao,Entregue
ORD-0332,2024-05-19,Eletrônicos,Teclado Mecânico Redragon,2,302.72,605.44,Centro-Oeste,Cartao,Entregue
ORD-0333,2024-05-19,Livros,Clean Code,1,95.72,95.72,Sudeste,PIX,Entregue
ORD-0334,2024-05-19,Eletrônicos,Smartphone Samsung Galaxy A54,2,1221.03,2442.06,Sudeste,PIX,Entregue
ORD-0335,2024-05-19,Eletrônicos,Mouse Sem Fio Logitech,1,140.18,140.18,Sudeste,Cartao,Entregue
ORD-0336,2024-05-21,Beleza,Shampoo Antirresíduo 300ml,1,39.48,39.48,Sul,PIX,Entregue
ORD-0337,2024-05-21,Beleza,Secador de Cabelo Profissional,1,227.45,227.45,Nordeste,PIX,Entregue
ORD-0338,2024-05-21,Beleza,Secador de Cabelo Profissional,1,239.4,239.4,Sul,PIX,Cancelado
ORD-0339,2024-05-21,Esportes,Corda de Pular Speed,2,46.31,92.62,Sul,PIX,Entregue
ORD-0340,2024-05-22,Beleza,Protetor Solar FPS 60,2,46.03,92.06,Sudeste,Cartao,Em transito
ORD-0341,2024-05-22,Eletrônicos,Carregador Turbo USB-C,2,75.38,150.76,Sudeste,PIX,Entregue
ORD-0342,2024-05-22,Casa e Jardim,Luminária LED de Mesa,3,92.29,276.87,Sudeste,Cartao,Em transito
ORD-0343,2024-05-22,Eletrônicos,Carregador Turbo USB-C,2,74.92,149.84,Sul,Cartao,Cancelado
ORD-0344,2024-05-23,Casa e Jardim,Tapete Sala 2x3m,2,199.96,399.92,Sudeste,Cartao,Entregue
ORD-0345,2024-05-23,Moda,Vestido Floral Midi,1,145.27,145.27,Nordeste,Cartao,Entregue
ORD-0346,2024-05-23,Moda,Bolsa Feminina de Couro,1,257.13,257.13,Sudeste,Boleto,Entregue
ORD-0347,2024-05-24,Esportes,Tapete de Yoga 6mm,5,84.11,420.55,Sudeste,Cartao,Entregue
ORD-0348,2024-05-24,Beleza,Protetor Solar FPS 60,1,53.1,53.1,Sudeste,Boleto,Entregue
ORD-0349,2024-05-24,Eletrônicos,Webcam Full HD 1080p,2,208.34,416.68,Sudeste,Cartao,Entregue
ORD-0350,2024-05-24,Livros,Sapiens - Uma Breve Historia,1,48.47,48.47,Norte,PIX,Entregue
ORD-0351,2024-05-26,Eletrônicos,Carregador Turbo USB-C,2,75.51,151.02,Nordeste,Cartao,Entregue
ORD-0352,2024-05-26,Beleza,Perfume Masculino 100ml,1,202.8,202.8,Sudeste,Cartao,Entregue
ORD-0353,2024-05-26,Beleza,Pinceis de Maquiagem Kit 12pc,4,81.32,325.28,Sul,PIX,Entregue
ORD-0354,2024-05-28,Casa e Jardim,Jogo de Cama Queen 300 fios,1,136.71,136.71,Norte,Cartao,Entregue
ORD-0355,2024-05-28,Moda,Camisa Social Slim Fit,1,116.8,116.8,Nordeste,PIX,Entregue
ORD-0356,2024-05-28,Eletrônicos,Smartphone Samsung Galaxy A54,2,1335.74,2671.48,Sul,Cartao,Entregue
ORD-0357,2024-05-29,Eletrônicos,Teclado Mecânico Redragon,1,324.6,324.6,Sul,PIX,Entregue
ORD-0358,2024-05-29,Esportes,Garrafa Térmica 1L,2,57.76,115.52,Nordeste,Cartao,Entregue
ORD-0359,2024-05-29,Esportes,Corda de Pular Speed,1,51.92,51.92,Centro-Oeste,PIX,Entregue
ORD-0360,2024-05-30,Beleza,Shampoo Antirresíduo 300ml,4,38.01,152.04,Nordeste,Cartao,Entregue
ORD-0361,2024-06-01,Eletrônicos,Webcam Full HD 1080p,4,220.63,882.52,Sudeste,Cartao,Cancelado
ORD-0362,2024-06-01,Casa e Jardim,Luminária LED de Mesa,2,97.27,194.54,Nordeste,PIX,Entregue
ORD-0363,2024-06-02,Casa e Jardim,Luminária LED de Mesa,2,91.37,182.74,Nordeste,PIX,Entregue
ORD-0364,2024-06-02,Livros,Algoritmos - CLRS,1,153.31,153.31,Sul,PIX,Entregue
ORD-0365,2024-06-02,Livros,Algoritmos - CLRS,1,162.46,162.46,Sul,PIX,Entregue
ORD-0366,2024-06-02,Eletrônicos,Cabo HDMI 2m,1,37.58,37.58,Sul,PIX,Entregue
ORD-0367,2024-06-02,Livros,Sapiens - Uma Breve Historia,1,47.67,47.67,Nordeste,PIX,Entregue
ORD-0368,2024-06-02,Moda,Boné Snapback,1,61.83,61.83,Norte,PIX,Entregue
ORD-0369,2024-06-02,Esportes,Garrafa Térmica 1L,2,58.36,116.72,Nordeste,PIX,Entregue
ORD-0370,2024-06-03,Eletrônicos,Mouse Sem Fio Logitech,1,159.69,159.69,Nordeste,PIX,Cancelado
ORD-0371,2024-06-03,Eletrônicos,Fone de Ouvido Bluetooth JBL,3,203.82,611.46,Sul,Cartao,Entregue
ORD-0372,2024-06-03,Livros,Pai Rico Pai Pobre,2,47.58,95.16,Nordeste,Boleto,Entregue
ORD-0373,2024-06-03,Moda,Camisa Social Slim Fit,3,116.44,349.32,Nordeste,Boleto,Entregue
ORD-0374,2024-06-03,Livros,Sapiens - Uma Breve Historia,1,44.99,44.99,Sudeste,PIX,Em transito
ORD-0375,2024-06-04,Livros,A Startup Enxuta,1,41.06,41.06,Nordeste,PIX,Em transito
ORD-0376,2024-06-04,Beleza,Perfume Masculino 100ml,1,197.92,197.92,Sudeste,PIX,Entregue
ORD-0377,2024-06-05,Eletrônicos,Mouse Sem Fio Logitech,1,145.11,145.11,Sudeste,Boleto,Entregue
ORD-0378,2024-06-06,Esportes,Garrafa Térmica 1L,1,63.5,63.5,Sul,PIX,Em transito
ORD-0379,2024-06-06,Beleza,Secador de Cabelo Profissional,1,233.67,233.67,Nordeste,PIX,Entregue
ORD-0380,2024-06-06,Casa e Jardim,Vassoura Elétrica Robô,3,514.3,1542.9,Nordeste,PIX,Cancelado
ORD-0381,2024-06-06,Livros,Algoritmos - CLRS,3,144.62,433.86,Nordeste,Cartao,Entregue
ORD-0382,2024-06-06,Livros,Pai Rico Pai Pobre,1,43.47,43.47,Nordeste,PIX,Entregue
ORD-0383,2024-06-07,Moda,Camisa Social Slim Fit,3,121.43,364.29,Sul,PIX,Entregue
ORD-0384,2024-06-07,Eletrônicos,Hub USB 7 portas,1,92.12,92.12,Nordeste,Cartao,Entregue
ORD-0385,2024-06-07,Moda,Tênis Casual Masculino,2,165.68,331.36,Sudeste,Cartao,Cancelado
ORD-0386,2024-06-08,Moda,Tênis Casual Masculino,4,167.06,668.24,Nordeste,PIX,Em transito
ORD-0387,2024-06-08,Beleza,Kit Skincare Vitamina C,2,138.77,277.54,Norte,Boleto,Entregue
ORD-0388,2024-06-08,Livros,Algoritmos - CLRS,1,159.95,159.95,Norte,Cartao,Entregue
ORD-0389,2024-06-09,Moda,Vestido Floral Midi,1,164.08,164.08,Sul,PIX,Entregue
ORD-0390,2024-06-09,Livros,O Poder do Hábito,1,36.89,36.89,Sudeste,PIX,Cancelado
ORD-0391,2024-06-10,Livros,A Startup Enxuta,1,43.29,43.29,Sudeste,Cartao,Entregue
ORD-0392,2024-06-10,Eletrônicos,Fone de Ouvido Bluetooth JBL,2,173.62,347.24,Centro-Oeste,Cartao,Entregue
ORD-0393,2024-06-11,Beleza,Shampoo Antirresíduo 300ml,1,38.47,38.47,Norte,Cartao,Entregue
ORD-0394,2024-06-13,Esportes,Corda de Pular Speed,1,51.63,51.63,Norte,Boleto,Cancelado
ORD-0395,2024-06-13,Livros,O Poder do Hábito,1,38.42,38.42,Sul,Boleto,Entregue
ORD-0396,2024-06-13,Livros,Sapiens - Uma Breve Historia,1,48.1,48.1,Sul,Cartao,Entregue
ORD-0397,2024-06-13,Eletrônicos,Smartphone Samsung Galaxy A54,1,1266.53,1266.53,Norte,PIX,Entregue
ORD-0398,2024-06-14,Esportes,Halteres Par 5kg,1,90.52,90.52,Nordeste,Cartao,Entregue
ORD-0399,2024-06-14,Beleza,Pinceis de Maquiagem Kit 12pc,1,83.03,83.03,Sul,Cartao,Entregue
ORD-0400,2024-06-14,Livros,Algoritmos - CLRS,1,141.66,141.66,Sudeste,Cartao,Entregue
ORD-0401,2024-06-15,Beleza,Kit Skincare Vitamina C,1,135.39,135.39,Sul,PIX,Entregue
ORD-0402,2024-06-15,Esportes,Corda de Pular Speed,2,47.42,94.84,Sul,Cartao,Entregue
ORD-0403,2024-06-15,Beleza,Kit Skincare Vitamina C,3,136.85,410.55,Nordeste,Cartao,Entregue
ORD-0404,2024-06-16,Casa e Jardim,Luminária LED de Mesa,2,96.44,192.88,Sul,Boleto,Entregue
ORD-0405,2024-06-16,Beleza,Protetor Solar FPS 60,4,46.91,187.64,Sudeste,Cartao,Entregue
ORD-0406,2024-06-16,Esportes,Garrafa Térmica 1L,3,53.23,159.69,Centro-Oeste,Cartao,Entregue
ORD-0407,2024-06-16,Livros,Sapiens - Uma Breve Historia,1,49.15,49.15,Sudeste,PIX,Entregue
ORD-0408,2024-06-17,Eletrônicos,Carregador Turbo USB-C,1,63.3,63.3,Nordeste,Cartao,Entregue
ORD-0409,2024-06-17,Moda,Vestido Floral Midi,2,143.59,287.18,Centro-Oeste,Cartao,Entregue
ORD-0410,2024-06-17,Livros,Sapiens - Uma Breve Historia,4,47.51,190.04,Sudeste,Cartao,Entregue
ORD-0411,2024-06-18,Esportes,Tapete de Yoga 6mm,1,71.17,71.17,Nordeste,Cartao,Entregue
ORD-0412,2024-06-18,Casa e Jardim,Jogo de Cama Queen 300 fios,4,158.03,632.12,Norte,Cartao,Entregue
ORD-0413,2024-06-18,Beleza,Pinceis de Maquiagem Kit 12pc,2,86.36,172.72,Sul,Cartao,Em transito
ORD-0414,2024-06-18,Esportes,Halteres Par 5kg,2,88.3,176.6,Sudeste,PIX,Entregue
ORD-0415,2024-06-19,Beleza,Perfume Masculino 100ml,1,195.69,195.69,Sudeste,Boleto,Entregue
ORD-0416,2024-06-19,Eletrônicos,Mouse Sem Fio Logitech,1,141.5,141.5,Sul,Cartao,Entregue
ORD-0417,2024-06-20,Moda,Calça Jeans Skinny,1,133.83,133.83,Nordeste,PIX,Entregue
ORD-0418,2024-06-21,Moda,Calça Jeans Skinny,1,145.59,145.59,Sudeste,PIX,Entregue
ORD-0419,2024-06-22,Moda,Meia Kit 3 pares,1,29.69,29.69,Sudeste,Boleto,Entregue
ORD-0420,2024-06-22,Beleza,Pinceis de Maquiagem Kit 12pc,2,80.8,161.6,Nordeste,PIX,Entregue
ORD-0421,2024-06-23,Livros,Clean Code,5,88.86,444.3,Norte,Boleto,Entregue
ORD-0422,2024-06-23,Livros,Clean Code,2,87.18,174.36,Sudeste,Cartao,Entregue
ORD-0423,2024-06-24,Livros,O Poder do Hábito,1,39.02,39.02,Sul,PIX,Em transito
ORD-0424,2024-06-24,Beleza,Protetor Solar FPS 60,2,48.61,97.22,Sudeste,PIX,Entregue
ORD-0425,2024-06-24,Casa e Jardim,Panela de Pressão Elétrica,1,285.29,285.29,Nordeste,PIX,Entregue
ORD-0426,2024-06-25,Livros,Clean Code,1,86.61,86.61,Sudeste,Cartao,Entregue
ORD-0427,2024-06-26,Esportes,Tênis de Corrida Nike,2,395.07,790.14,Centro-Oeste,Cartao,Entregue
ORD-0428,2024-06-26,Beleza,Secador de Cabelo Profissional,2,232.32,464.64,Norte,PIX,Entregue
ORD-0429,2024-06-26,Beleza,Perfume Masculino 100ml,1,187.98,187.98,Nordeste,PIX,Cancelado
ORD-0430,2024-06-26,Beleza,Protetor Solar FPS 60,1,49.33,49.33,Nordeste,PIX,Cancelado
ORD-0431,2024-06-27,Eletrônicos,Webcam Full HD 1080p,1,201.44,201.44,Sudeste,PIX,Cancelado
ORD-0432,2024-06-28,Eletrônicos,Hub USB 7 portas,1,93.35,93.35,Sudeste,Cartao,Entregue
ORD-0433,2024-06-28,Casa e Jardim,Jogo de Cama Queen 300 fios,1,146.37,146.37,Sul,Cartao,Entregue
ORD-0434,2024-06-28,Beleza,Shampoo Antirresíduo 300ml,5,39.3,196.5,Sudeste,PIX,Entregue
ORD-0435,2024-06-28,Beleza,Pinceis de Maquiagem Kit 12pc,1,85.16,85.16,Sudeste,Cartao,Entregue
ORD-0436,2024-06-28,Moda,Boné Snapback,1,62.63,62.63,Sul,Cartao,Cancelado
ORD-0437,2024-06-28,Eletrônicos,Fone de Ouvido Bluetooth JBL,1,176.22,176.22,Sudeste,PIX,Entregue
ORD-0438,2024-06-28,Beleza,Pinceis de Maquiagem Kit 12pc,1,75.39,75.39,Norte,PIX,Entregue
ORD-0439,2024-06-28,Esportes,Garrafa Térmica 1L,3,55.07,165.21,Sudeste,PIX,Entregue
ORD-0440,2024-06-29,Beleza,Shampoo Antirresíduo 300ml,1,40.95,40.95,Nordeste,PIX,Em transito
ORD-0441,2024-06-30,Esportes,Tapete de Yoga 6mm,2,71.95,143.9,Nordeste,Boleto,Entregue
ORD-0442,2024-06-30,Livros,Pai Rico Pai Pobre,4,40.34,161.36,Nordeste,PIX,Entregue
ORD-0443,2024-06-30,Esportes,Halteres Par 5kg,1,82.35,82.35,Sudeste,PIX,Entregue
ORD-0444,2024-06-30,Casa e Jardim,Regador de Jardim 5L,5,38.81,194.05,Nordeste,PIX,Entregue
ORD-0445,2024-07-01,Beleza,Protetor Solar FPS 60,2,45.83,91.66,Sul,Cartao,Entregue
ORD-0446,2024-07-01,Livros,A Startup Enxuta,1,45.23,45.23,Sudeste,Cartao,Entregue
ORD-0447,2024-07-02,Esportes,Tênis de Corrida Nike,1,388.29,388.29,Sudeste,PIX,Entregue
ORD-0448,2024-07-03,Moda,Camisa Social Slim Fit,1,113.92,113.92,Sul,Cartao,Entregue
ORD-0449,2024-07-03,Casa e Jardim,Jogo de Cama Queen 300 fios,2,156.92,313.84,Nordeste,Cartao,Entregue
ORD-0450,2024-07-03,Moda,Calça Jeans Skinny,1,149.62,149.62,Sudeste,Cartao,Entregue
ORD-0451,2024-07-03,Esportes,Whey Protein 900g,1,122.88,122.88,Sudeste,Cartao,Cancelado
ORD-0452,2024-07-04,Beleza,Shampoo Antirresíduo 300ml,2,37.22,74.44,Nordeste,PIX,Entregue
ORD-0453,2024-07-04,Eletrônicos,Carregador Turbo USB-C,1,63.99,63.99,Nordeste,Cartao,Entregue
ORD-0454,2024-07-04,Esportes,Whey Protein 900g,1,124.37,124.37,Centro-Oeste,PIX,Em transito
ORD-0455,2024-07-04,Casa e Jardim,Panela de Pressão Elétrica,1,258.08,258.08,Sudeste,PIX,Entregue
ORD-0456,2024-07-05,Moda,Camisa Social Slim Fit,2,117.1,234.2,Nordeste,PIX,Entregue
ORD-0457,2024-07-05,Eletrônicos,Teclado Mecânico Redragon,2,273.9,547.8,Sudeste,PIX,Entregue
ORD-0458,2024-07-05,Livros,Algoritmos - CLRS,3,139.51,418.53,Sudeste,PIX,Entregue
ORD-0459,2024-07-05,Beleza,Perfume Masculino 100ml,5,184.65,923.25,Sudeste,Boleto,Entregue
ORD-0460,2024-07-06,Beleza,Kit Skincare Vitamina C,5,129.55,647.75,Nordeste,Cartao,Entregue
ORD-0461,2024-07-07,Casa e Jardim,Luminária LED de Mesa,1,101.56,101.56,Centro-Oeste,Cartao,Entregue
ORD-0462,2024-07-07,Beleza,Secador de Cabelo Profissional,3,205.8,617.4,Norte,PIX,Entregue
ORD-0463,2024-07-07,Beleza,Pinceis de Maquiagem Kit 12pc,1,76.23,76.23,Sudeste,PIX,Entregue
ORD-0464,2024-07-07,Eletrônicos,Smartphone Samsung Galaxy A54,2,1320.06,2640.12,Sul,PIX,Entregue
ORD-0465,2024-07-08,Moda,Bolsa Feminina de Couro,2,249.0,498.0,Sudeste,Boleto,Entregue
ORD-0466,2024-07-08,Eletrônicos,Smartphone Samsung Galaxy A54,1,1261.46,1261.46,Nordeste,PIX,Entregue
ORD-0467,2024-07-08,Casa e Jardim,Vassoura Elétrica Robô,2,527.8,1055.6,Norte,Cartao,Entregue
ORD-0468,2024-07-09,Beleza,Pinceis de Maquiagem Kit 12pc,1,76.76,76.76,Norte,Cartao,Entregue
ORD-0469,2024-07-09,Casa e Jardim,Vassoura Elétrica Robô,1,518.66,518.66,Sudeste,PIX,Entregue
ORD-0470,2024-07-09,Casa e Jardim,Regador de Jardim 5L,3,41.58,124.74,Nordeste,PIX,Entregue
ORD-0471,2024-07-09,Casa e Jardim,Regador de Jardim 5L,1,37.15,37.15,Sudeste,Cartao,Entregue
ORD-0472,2024-07-09,Moda,Tênis Casual Masculino,1,183.29,183.29,Sul,PIX,Entregue
ORD-0473,2024-07-09,Livros,Algoritmos - CLRS,2,139.76,279.52,Sul,PIX,Entregue
ORD-0474,2024-07-09,Esportes,Halteres Par 5kg,1,85.83,85.83,Sul,PIX,Em transito
ORD-0475,2024-07-10,Moda,Meia Kit 3 pares,1,26.28,26.28,Sudeste,PIX,Entregue
